hab_lbl,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Mag from Planet,S. Size from Planet (deg),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,P. Habitable
0,2,2,3,2,18.2179136691,16.81,2.25,1.47,3.32,2.73,31.11411,31.11412,31.11412,601.7,601.7,601.7,649.4,649.4,649.4,24.8,-22.69,4.28,25.38,0.1667,0,0.17,86.8916666667,0,0.96,0.94,5747,0.864789,-0.1280114286,4.07,15.5,-30.5,3.0051,0.699,1.649,-2.12,-0.12,0.42,0.32,0.28,0
0,2,2,3,2,18.2179136691,8.1,1.88,1.22,2.29,2.08,195.9697,195.9697,195.9697,953.2,953.2,953.2,997,997,997,9.9,-24.31,3.58,16.36,0.1397,0,0.14,86.8916666667,0,1.36,1.72,6161,3.824297,-0.1280114286,2.75,12.7,-32.5,6.5651,1.434,3.348,-2.35,-0.14,-0.43,0.29,0.27,0
0,2,4,3,2,18.2179136691,2.81,1.41,1,1.41,1.41,205.0361,205.0361,205.0361,964.1,964.1,964.1,1002.5,1002.5,1002.5,2.8,-23.73,2.68,13.91,0.1222,0,0.12,86.8916666667,0,1.26,1.44,6370,3.063181,-0.1280114286,2.24,13.7,-32.5,6.2816,1.267,2.947,-2.36,-0.16,-0.85,0.28,0.29,0
0,2,2,3,2,18.2179136691,9.09,1.94,1.25,2.42,2.17,23.21798,23.21798,23.21798,559.2,559.2,559.2,603.6,603.6,603.6,11.3,-22.05,3.68,15.36,0.1113,0,0.11,86.8916666667,0,0.78,0.74,4919,0.287648,-0.1280114286,4.57,15.4,-30.2,3.5436,0.422,1.023,-2.03,-0.14,0.04,0.33,0.31,0
0,2,4,3,3,18.2179136691,0.51,0.85,0.83,0.71,0.78,932.2233,932.2234,932.2234,1407.7,1407.7,1407.7,1438.1,1438.1,1438.1,0.4,-24.28,1.62,2.89,0.0416,0,0.04,86.8916666667,0,1.15,1.29,5732,1.611736,-0.1280114286,4.37,12.9,-34.2,16.5913,0.955,2.254,-2.41,-0.18,-1.33,0.27,0.29,0
0,2,4,3,2,18.2179136691,1.81,1.24,0.94,1.17,1.21,208.2012,208.2012,208.2013,967.8,967.8,967.8,1004,1004,1004,1.7,-23.47,2.36,6.74,0.0703,0,0.07,86.8916666667,0,1.02,1.03,5733,1.028234,-0.1280114286,5.01,14.5,-32.6,7.8168,0.763,1.8,-2.34,-0.16,-0.98,0.28,0.3,0
0,2,4,3,3,18.2179136691,0.68,0.93,0.85,0.79,0.86,342.7459,342.746,342.7461,1096.2,1096.2,1096.2,1127.9,1127.9,1127.9,0.6,-23.38,1.77,2.28,0.0317,0,0.03,86.8916666667,0,0.82,0.77,5046,0.344874,-0.1280114286,4.37,14.6,-33.1,12.9638,0.459,1.108,-2.32,-0.18,-1.23,0.28,0.3,0
0,2,2,3,2,18.2179136691,17.18,2.26,1.48,3.36,2.76,34.17074,34.17075,34.17075,616,616,616,663.8,663.8,663.8,25.5,-22.81,4.3,5.54,0.0525,0,0.05,86.8916666667,0,0.63,0.61,4098,0.094154,-0.1280114286,4.47,16.3,-30.6,6.196,0.248,0.625,-2.04,-0.12,0.42,0.32,0.28,0
0,2,2,3,1,18.2179136691,24.64,2.45,1.67,4.09,3.17,2.65361,2.65361,2.653611,325.2,325.2,325.2,375.1,375.1,375.1,41.1,-20.2,4.66,37.63,0.1884,0,0.19,86.8916666667,0,0.63,0.61,4098,0.094154,-0.1280114286,4.47,16.3,-27.8,1.7259,0.248,0.625,-1.32,-0.11,1.67,0.32,0.56,0
0,2,2,3,2,18.2179136691,6.4,1.77,1.16,2.05,1.9,2.136926,2.136926,2.136926,308,308,308,350.6,350.6,350.6,7.4,-19.25,3.36,99.25,0.391,0,0.39,86.8916666667,0,0.81,0.74,5078,0.326681,-0.1280114286,2.09,14.7,-27.6,1.0086,0.446,1.075,-1.17,-0.14,0.37,0.45,0.68,0
0,2,4,3,3,18.2179136691,1.49,1.18,0.92,1.08,1.13,206.838,206.838,206.838,966.2,966.2,966.2,1001.5,1001.5,1001.5,1.4,-23.34,2.23,6.48,0.0676,0,0.07,86.8916666667,0,0.98,0.98,5753,0.943886,-0.1280114286,4.47,14.4,-32.5,7.737,0.73,1.721,-2.34,-0.17,-1.03,0.28,0.3,0
0,2,2,3,2,18.2179136691,5.27,1.68,1.11,1.87,1.77,15.68625,15.68625,15.68625,507,507,507,548.6,548.6,548.6,5.9,-21.31,3.19,54.41,0.2837,0,0.28,86.8916666667,0,1.03,1.1,5840,1.262777,-0.1280114286,5.5,13.9,-29.7,2.0662,0.84,1.976,-1.98,-0.15,-0.21,0.33,0.35,0
0,2,2,3,2,18.2179136691,9.51,1.96,1.26,2.47,2.2,44.35926,44.35926,44.35927,657.5,657.5,657.5,702.1,702.1,702.1,12,-22.78,3.73,15.14,0.1148,0,0.11,86.8916666667,0,0.88,0.85,5479,0.584161,-0.1280114286,4.68,15.7,-30.9,3.9481,0.584,1.387,-2.17,-0.14,-0.07,0.32,0.29,0
0,2,6,3,3,18.2179136691,0.41,0.8,0.82,0.65,0.72,656.9221,656.9222,656.9222,1289.8,1289.8,1289.8,1319.1,1319.1,1319.1,0.3,-23.75,1.51,2.44,0.0349,0,0.03,86.8916666667,0,0.95,0.92,5697,0.799927,-0.1280114286,3.47,13.3,-33.8,14.0855,0.674,1.593,-2.39,-0.18,-1.34,0.27,0.29,0
0,2,4,3,3,18.2179136691,2.65,1.39,0.99,1.38,1.38,3109.126,3109.126,3109.127,1902.4,1902.4,1902.4,1940.5,1940.5,1940.5,2.6,-26.66,2.64,3.94,0.0575,0,0.06,86.8916666667,0,1.64,2.55,6481,10.292911,-0.1280114286,1.91,11.8,-35.5,23.7888,2.308,5.358,-2.48,-0.16,-1.12,0.27,0.28,0
0,2,6,3,3,18.2179136691,0.41,0.8,0.82,0.65,0.72,768.4607,768.4608,768.4608,1341.4,1341.4,1341.4,1370.7,1370.7,1370.7,0.3,-23.92,1.51,3.78,0.0501,0,0.05,86.8916666667,0,1.17,1.23,6138,1.926671,-0.1280114286,2.88,12.6,-34,13.1196,1.019,2.381,-2.42,-0.18,-1.35,0.26,0.29,0
0,2,2,3,2,18.2179136691,11.88,2.07,1.34,2.77,2.39,103.9849,103.9849,103.985,813.6,813.6,813.6,859.4,859.4,859.4,15.9,-23.83,3.94,18.22,0.1432,0,0.14,86.8916666667,0,1.18,1.27,6195,2.131388,-0.1280114286,2.75,14.5,-31.8,4.7287,1.068,2.493,-2.3,-0.13,-0.11,0.3,0.26,0
0,2,2,3,2,18.2179136691,5.68,1.71,1.13,1.93,1.82,21.30547,21.30548,21.30548,547.4,547.4,547.4,589.3,589.3,589.3,6.4,-21.69,3.26,47.45,0.2639,0,0.26,86.8916666667,0,1.09,1.12,6026,1.484029,-0.1280114286,3.55,14.1,-30.1,2.2617,0.901,2.109,-2.05,-0.15,-0.23,0.33,0.33,0
0,2,4,3,3,18.2179136691,0.6,0.9,0.84,0.75,0.82,1079.446,1079.446,1079.446,1460.3,1460.3,1460.3,1491.4,1491.4,1491.4,0.5,-24.55,1.7,2.79,0.0404,0,0.04,86.8916666667,0,1.13,1.18,6126,1.759389,-0.1280114286,3.09,13.7,-34.3,15.6245,0.975,2.277,-2.43,-0.18,-1.31,0.27,0.29,0
0,2,4,3,3,18.2179136691,0.96,1.03,0.88,0.9,0.96,637.5748,637.5749,637.575,1280.2,1280.2,1280.2,1313.5,1313.5,1313.5,0.8,-24.28,1.96,4.14,0.0525,0,0.05,86.8916666667,0,1.13,1.18,6126,1.759389,-0.1280114286,3.09,13.7,-33.8,11.9927,0.975,2.277,-2.42,-0.17,-1.21,0.27,0.3,0
0,2,4,3,3,18.2179136691,1.86,1.25,0.94,1.18,1.22,1234.193,1234.193,1234.193,1510,1510,1510,1546.5,1546.5,1546.5,1.8,-25.43,2.38,1.64,0.0269,0,0.03,86.8916666667,0,0.97,0.96,5735,0.894471,-0.1280114286,4.37,15.5,-34.5,19.0919,0.712,1.678,-2.42,-0.16,-1.12,0.27,0.29,0
0,2,2,3,2,18.2179136691,4.65,1.62,1.09,1.76,1.69,55.27092,55.27093,55.27093,694.7,694.7,694.7,735.6,735.6,735.6,5.1,-22.61,3.09,9.07,0.08,0,0.08,86.8916666667,0,0.83,0.78,5044,0.353329,-0.1280114286,4.57,15.7,-31.1,5.2007,0.465,1.121,-2.17,-0.15,-0.49,0.31,0.3,0
0,2,2,3,2,18.2179136691,5.27,1.68,1.11,1.87,1.77,136.844,136.844,136.844,871.4,871.4,871.4,912.9,912.9,912.9,5.9,-23.67,3.19,11.2,0.1002,0,0.1,86.8916666667,0,1.07,1.1,5964,1.373491,-0.1280114286,3.55,15,-32.1,5.8538,0.87,2.039,-2.32,-0.15,-0.57,0.3,0.28,0
0,2,6,3,3,18.2179136691,0.36,0.76,0.81,0.62,0.68,635.3728,635.3729,635.3729,1279.1,1279.1,1279.1,1307.8,1307.8,1307.8,0.3,-23.62,1.45,2.03,0.0303,0,0.03,86.8916666667,0,0.9,0.87,5416,0.584309,-0.1280114286,4.57,14.6,-33.8,15.3344,0.586,1.395,-2.37,-0.18,-1.36,0.27,0.29,0
0,2,2,3,2,18.2179136691,13.55,2.14,1.38,2.96,2.52,433.3474,433.3474,433.3475,1162.4,1162.4,1162.4,1208.9,1208.9,1208.9,18.8,-25.46,4.07,5.19,0.0608,0,0.06,86.8916666667,0,1.11,1.15,6060,1.600207,-0.1280114286,3.31,15.6,-33.4,10.0983,0.933,2.184,-2.4,-0.13,-0.3,0.29,0.25,0
0,2,2,3,2,18.2179136691,10.4,2,1.29,2.59,2.28,32.1956,32.1956,32.19561,606.9,606.9,606.9,652,652,652,13.4,-22.48,3.81,15.93,0.1169,0,0.12,86.8916666667,0,0.84,0.8,5261,0.439889,-0.1280114286,4.57,15.7,-30.5,3.6479,0.513,1.227,-2.11,-0.13,0.06,0.32,0.29,0
0,2,4,3,3,18.2179136691,1.18,1.1,0.9,0.98,1.04,130.1683,130.1684,130.1684,860.5,860.5,860.5,894.8,894.8,894.8,1.1,-22.69,2.09,11.63,0.1021,0,0.1,86.8916666667,0,1.05,1.12,5892,1.356366,-0.1280114286,5.01,13.3,-32,5.8496,0.868,2.039,-2.31,-0.17,-1.05,0.28,0.3,0
0,2,2,3,2,18.2179136691,16.81,2.25,1.47,3.32,2.73,69.56745,69.56746,69.56747,735.8,735.8,735.8,783.5,783.5,783.5,24.8,-23.57,4.28,20.07,0.1492,0,0.15,86.8916666667,0,1.1,1.15,6010,1.548044,-0.1280114286,3.24,14.9,-31.4,4.1092,0.921,2.157,-2.25,-0.12,0.22,0.31,0.26,0
0,2,4,3,3,18.2179136691,0.58,0.88,0.84,0.74,0.81,1261.033,1261.033,1261.033,1518.2,1518.2,1518.2,1549.1,1549.1,1549.1,0.5,-24.7,1.68,3,0.0433,0,0.04,86.8916666667,0,1.21,1.35,6170,2.369726,-0.1280114286,2.57,12,-34.5,16.6547,1.128,2.634,-2.44,-0.18,-1.33,0.26,0.29,0
0,2,4,3,3,18.2179136691,0.99,1.04,0.88,0.92,0.98,1678.386,1678.387,1678.387,1630.7,1630.7,1630.7,1664.1,1664.1,1664.1,0.9,-25.36,1.98,0.76,0.0154,0,0.02,86.8916666667,0,0.83,0.79,5160,0.396956,-0.1280114286,4.79,15.2,-34.8,27.6427,0.49,1.176,-2.38,-0.17,-1.26,0.27,0.29,0
0,2,6,3,3,18.2179136691,0.47,0.83,0.82,0.68,0.75,783.4939,783.494,783.4941,1347.9,1347.9,1347.9,1377.8,1377.8,1377.8,0.4,-24.03,1.58,3.61,0.047,0,0.05,86.8916666667,0,1.06,1.27,5880,1.729842,-0.1280114286,6.31,13.2,-34,14.442,0.981,2.305,-2.41,-0.18,-1.33,0.27,0.29,0
0,2,2,3,2,18.2179136691,7.04,1.81,1.18,2.14,1.97,39.43274,39.43274,39.43274,638.4,638.4,638.4,681.5,681.5,681.5,8.3,-22.48,3.45,13.18,0.103,0,0.1,86.8916666667,0,0.84,0.8,5196,0.418549,-0.1280114286,4.68,16.2,-30.7,4.139,0.502,1.204,-2.14,-0.14,-0.22,0.32,0.3,0
0,2,4,3,2,18.2179136691,1.75,1.23,0.94,1.15,1.19,171.9275,171.9276,171.9276,922.5,922.5,922.5,958.7,958.7,958.7,1.6,-23.24,2.34,3.52,0.042,0,0.04,86.8916666667,0,0.8,0.75,4951,0.303238,-0.1280114286,4.68,14.9,-32.3,9.528,0.432,1.047,-2.27,-0.16,-0.97,0.29,0.3,0
0,2,4,3,3,18.2179136691,2.04,1.29,0.96,1.23,1.26,2512.428,2512.429,2512.429,1803.7,1803.7,1803.7,1840.6,1840.6,1840.6,1.9,-26.27,2.45,0.64,0.0139,0,0.01,86.8916666667,0,0.89,0.84,5267,0.487194,-0.1280114286,4.17,15.7,-35.3,32.5838,0.539,1.291,-2.4,-0.16,-1.16,0.27,0.29,0
0,2,4,3,3,18.2179136691,0.58,0.88,0.84,0.74,0.81,2246.466,2246.467,2246.467,1754,1754,1754,1784.9,1784.9,1784.9,0.5,-25.33,1.68,1.5,0.0263,0,0.03,86.8916666667,0,1.09,1.15,6019,1.557338,-0.1280114286,2.95,14.2,-35.1,23.4395,0.923,2.162,-2.45,-0.18,-1.36,0.26,0.29,0
0,2,4,3,3,18.2179136691,0.86,1,0.87,0.86,0.93,50.34126,50.34126,50.34127,678.6,678.6,678.6,711.4,711.4,711.4,0.7,-21.44,1.89,20.35,0.1468,0,0.15,86.8916666667,0,1.02,1.02,5839,1.085036,-0.1280114286,4.07,13.9,-31,3.7032,0.779,1.832,-2.2,-0.17,-1.04,0.29,0.32,0
0,2,2,3,2,18.2179136691,5.02,1.66,1.1,1.83,1.74,11.80263,11.80263,11.80263,472.2,472.2,472.2,513.5,513.5,513.5,5.5,-20.97,3.15,22.48,0.1428,0,0.14,86.8916666667,0,0.77,0.72,4770,0.240784,-0.1280114286,3.63,15,-29.4,2.6866,0.388,0.948,-1.88,-0.15,-0.18,0.35,0.38,0
0,2,4,3,2,18.2179136691,1.98,1.28,0.95,1.21,1.25,95.68607,95.68608,95.6861,796.8,796.8,796.8,833.5,833.5,833.5,1.9,-22.68,2.43,6.7,0.0651,0,0.07,86.8916666667,0,0.82,0.79,5187,0.40533,-0.1280114286,4.9,15.9,-31.7,6.472,0.494,1.186,-2.24,-0.16,-0.88,0.29,0.3,0
0,2,4,3,3,18.2179136691,0.68,0.93,0.85,0.79,0.86,498.038,498.038,498.0381,1203.5,1203.5,1203.5,1235.2,1235.2,1235.2,0.6,-23.79,1.77,6.91,0.0765,0,0.08,86.8916666667,0,1.25,1.42,6335,2.913755,-0.1280114286,2.75,12.8,-33.5,9.9059,1.238,2.882,-2.41,-0.18,-1.25,0.27,0.3,0
0,2,2,3,2,18.2179136691,10.64,2.02,1.3,2.62,2.3,96.43951,96.43951,96.43952,798.4,798.4,798.4,843.6,843.6,843.6,13.8,-23.69,3.83,18.61,0.1439,0,0.14,86.8916666667,0,1.15,1.23,6194,1.997952,-0.1280114286,3.02,15.7,-31.7,4.5553,1.034,2.413,-2.29,-0.13,-0.16,0.3,0.27,0
0,2,4,3,2,18.2179136691,1.07,1.06,0.89,0.94,1,13.29211,13.29211,13.29211,486.5,486.5,486.5,520.2,520.2,520.2,0.9,-20.13,2.02,23.96,0.1503,0,0.15,86.8916666667,0,0.79,0.75,4939,0.300309,-0.1280114286,4.68,14.6,-29.6,2.6593,0.43,1.043,-1.91,-0.17,-0.85,0.32,0.39,0
0,2,4,3,2,18.2179136691,1.4,1.15,0.91,1.05,1.1,33.57835,33.57835,33.57836,613.3,613.3,613.3,648.3,648.3,648.3,1.3,-21.32,2.19,29.61,0.1885,0,0.19,86.8916666667,0,1.02,1.07,5838,1.193201,-0.1280114286,5.25,13.6,-30.6,3.0253,0.817,1.921,-2.14,-0.17,-0.87,0.3,0.33,0
0,2,4,3,3,18.2179136691,0.71,0.94,0.85,0.8,0.87,65.53259,65.53261,65.53262,724.9,724.9,724.9,756.7,756.7,756.7,0.6,-21.6,1.79,14.45,0.1149,0,0.11,86.8916666667,0,0.97,0.95,5718,0.865593,-0.1280114286,4.07,13.6,-31.3,4.4062,0.701,1.654,-2.23,-0.18,-1.11,0.29,0.31,0
0,2,2,3,2,18.2179136691,3.99,1.56,1.06,1.65,1.6,80.46981,80.46982,80.46983,763.1,763.1,763.1,803.2,803.2,803.2,4.2,-22.93,2.96,14.26,0.1158,0,0.12,86.8916666667,0,1.02,1.02,5831,1.079101,-0.1280114286,4.07,15.2,-31.5,4.6953,0.777,1.828,-2.26,-0.15,-0.61,0.3,0.29,0
0,2,4,3,3,18.2179136691,1.18,1.1,0.9,0.98,1.04,2789.318,2789.319,2789.319,1851.5,1851.5,1851.5,1885.7,1885.7,1885.7,1.1,-26.03,2.09,0.97,0.0192,0,0.02,86.8916666667,0,1.01,1.01,5793,1.030734,-0.1280114286,4.07,15.4,-35.4,28.2862,0.761,1.793,-2.44,-0.17,-1.26,0.27,0.29,0
0,2,2,3,2,18.2179136691,4.77,1.64,1.09,1.78,1.71,228.7377,228.7377,228.7377,990.8,990.8,990.8,1031.8,1031.8,1031.8,5.2,-24.17,3.11,10.68,0.103,0,0.1,86.8916666667,0,1.28,1.36,6184,2.426864,-0.1280114286,2.04,13.7,-32.7,7.0407,1.141,2.662,-2.36,-0.15,-0.68,0.29,0.28,0
0,2,4,3,3,18.2179136691,2.04,1.29,0.96,1.23,1.26,426.097,426.097,426.0972,1157.5,1157.5,1157.5,1194.4,1194.4,1194.4,1.9,-24.33,2.45,4.48,0.0541,0,0.05,86.8916666667,0,1.05,1.07,5902,1.246391,-0.1280114286,4.17,14.9,-33.3,10.5581,0.832,1.953,-2.39,-0.16,-1.01,0.28,0.29,0
0,2,4,3,3,18.2179136691,1.49,1.18,0.92,1.08,1.13,230.3342,230.3342,230.3342,992.5,992.5,992.5,1027.9,1027.9,1027.9,1.4,-23.46,2.23,2.46,0.0327,0,0.03,86.8916666667,0,0.77,0.72,4796,0.246077,-0.1280114286,2.09,15.2,-32.7,11.7597,0.392,0.956,-2.27,-0.17,-1.04,0.29,0.3,0
0,2,4,3,2,18.2179136691,3.22,1.47,1.02,1.5,1.48,261.8409,261.841,261.841,1024.8,1024.8,1024.8,1063.9,1063.9,1063.9,3.3,-24.08,2.79,5.87,0.0643,0,0.06,86.8916666667,0,1.03,1.03,5806,1.081614,-0.1280114286,4.27,15.3,-32.8,8.5483,0.779,1.834,-2.36,-0.16,-0.83,0.29,0.29,0
0,2,2,3,2,18.2179136691,15.76,2.22,1.45,3.21,2.67,54.26327,54.26327,54.26328,691.5,691.5,691.5,738.8,738.8,738.8,22.8,-23.27,4.22,23.91,0.1671,0,0.17,86.8916666667,0,1.09,1.13,6031,1.515668,-0.1280114286,3.47,15.4,-31.1,3.6038,0.91,2.13,-2.22,-0.12,0.23,0.31,0.27,0
0,2,2,3,2,18.2179136691,3.99,1.56,1.06,1.65,1.6,632.9891,632.9891,632.9893,1277.9,1277.9,1277.9,1318,1318,1318,4.2,-25.18,2.96,4.14,0.0527,0,0.05,86.8916666667,0,1.14,1.19,6097,1.755693,-0.1280114286,3.02,14.8,-33.8,12.0637,0.975,2.28,-2.41,-0.15,-0.86,0.28,0.28,0
0,2,4,3,3,18.2179136691,1.23,1.11,0.9,1,1.05,731.9764,731.9766,731.9767,1325.2,1325.2,1325.2,1359.6,1359.6,1359.6,1.1,-24.59,2.11,8.05,0.0894,0,0.09,86.8916666667,0,1.47,2.04,6291,5.848291,-0.1280114286,2.57,12.1,-33.9,12.1855,1.759,4.098,-2.43,-0.17,-1.17,0.27,0.29,0
0,2,4,3,3,18.2179136691,0.53,0.86,0.83,0.72,0.79,801.0089,801.0089,801.009,1355.4,1355.4,1355.4,1385.9,1385.9,1385.9,0.4,-24.14,1.64,4.45,0.0564,0,0.06,86.8916666667,0,1.21,1.32,6356,2.551369,-0.1280114286,2.63,12.9,-34,12.4889,1.157,2.693,-2.43,-0.18,-1.32,0.27,0.29,0
0,2,4,3,2,18.2179136691,2.17,1.31,0.96,1.26,1.29,164.5491,164.5491,164.5492,912.5,912.5,912.5,949.6,949.6,949.6,2.1,-23.33,2.49,9.71,0.0908,0,0.09,86.8916666667,0,1.06,1.09,5972,1.355883,-0.1280114286,3.8,14.9,-32.3,6.4025,0.864,2.025,-2.33,-0.16,-0.91,0.29,0.3,0
0,2,4,3,2,18.2179136691,2.51,1.37,0.98,1.34,1.35,78.32957,78.32958,78.3296,757.9,757.9,757.9,795.8,795.8,795.8,2.5,-22.61,2.6,10.93,0.0941,0,0.09,86.8916666667,0,0.93,0.9,5557,0.693005,-0.1280114286,4.57,15.6,-31.5,5.1008,0.633,1.501,-2.24,-0.16,-0.78,0.3,0.3,0
0,2,4,3,3,18.2179136691,0.71,0.94,0.85,0.8,0.87,671.3669,671.367,671.3671,1296.8,1296.8,1296.8,1328.7,1328.7,1328.7,0.6,-24.14,1.79,2.32,0.0339,0,0.03,86.8916666667,0,0.97,0.96,5530,0.773273,-0.1280114286,5.37,14.9,-33.8,15.1183,0.67,1.589,-2.38,-0.18,-1.26,0.27,0.29,0
0,2,4,3,2,18.2179136691,3.14,1.46,1.02,1.48,1.47,7.357844,7.357844,7.357845,419.6,419.6,419.6,458.6,458.6,458.6,3.2,-20.17,2.77,8.07,0.0608,0,0.06,86.8916666667,0,0.46,0.43,3578,0.027189,-0.1280114286,4.07,16.1,-28.9,3.7704,0.135,0.348,-1.69,-0.16,-0.34,0.37,0.45,0
0,2,4,3,2,18.2179136691,1.86,1.25,0.94,1.18,1.22,16.94767,16.94767,16.94767,516.9,516.9,516.9,553.3,553.3,553.3,1.8,-20.76,2.38,39.86,0.2268,0,0.23,86.8916666667,0,0.98,0.96,5698,0.87161,-0.1280114286,4.47,14.1,-29.8,2.2561,0.704,1.662,-2,-0.16,-0.69,0.32,0.37,0
0,2,4,3,2,18.2179136691,2.17,1.31,0.96,1.26,1.29,19.78047,19.78047,19.78048,537.3,537.3,537.3,574.4,574.4,574.4,2.1,-21.02,2.49,39.44,0.2267,0,0.23,86.8916666667,0,1,1,5802,1.016719,-0.1280114286,3.89,14.3,-30,2.3508,0.756,1.779,-2.03,-0.16,-0.66,0.32,0.35,0
0,2,4,3,3,18.2179136691,0.8,0.97,0.86,0.84,0.9,1622.324,1622.324,1622.325,1616.9,1616.9,1616.9,1649.3,1649.3,1649.3,0.7,-25.18,1.85,2.42,0.0374,0,0.04,86.8916666667,0,1.19,1.27,6289,2.263725,-0.1280114286,2.63,12.3,-34.8,18.1947,1.095,2.55,-2.45,-0.17,-1.29,0.26,0.29,0
0,2,2,3,2,18.2179136691,14.46,2.17,1.41,3.06,2.58,26.81519,26.81519,26.8152,579.7,579.7,579.7,626.7,626.7,626.7,20.4,-22.45,4.13,33.42,0.205,0,0.21,86.8916666667,0,1.03,1.05,5810,1.127127,-0.1280114286,4.79,12.3,-30.3,2.7296,0.795,1.872,-2.1,-0.13,0.34,0.32,0.29,0
0,2,4,3,3,18.2179136691,0.77,0.96,0.86,0.83,0.89,210.6802,210.6802,210.6802,970.6,970.6,970.6,1002.8,1002.8,1002.8,0.7,-22.93,1.83,10.6,0.0983,0,0.1,86.8916666667,0,1.13,1.26,6150,2.037659,-0.1280114286,3.8,12.4,-32.6,6.8318,1.047,2.446,-2.36,-0.17,-1.18,0.27,0.3,0
0,2,6,3,3,18.2179136691,0.45,0.82,0.82,0.67,0.74,1393.893,1393.893,1393.894,1556.7,1556.7,1556.7,1586.4,1586.4,1586.4,0.4,-24.63,1.55,0.69,0.0142,0,0.01,86.8916666667,0,0.81,0.75,4865,0.282712,-0.1280114286,2.63,12.4,-34.6,28.3533,0.419,1.019,-2.35,-0.18,-1.37,0.27,0.29,0
0,2,2,3,2,18.2179136691,4.54,1.61,1.08,1.74,1.68,82.37032,82.37032,82.37034,767.5,767.5,767.5,808.3,808.3,808.3,4.9,-23.03,3.07,12.27,0.1023,0,0.1,86.8916666667,0,0.95,0.93,5774,0.862507,-0.1280114286,3.55,14.4,-31.5,4.8448,0.697,1.643,-2.26,-0.15,-0.56,0.3,0.29,0
0,2,2,3,2,18.2179136691,5.27,1.68,1.11,1.87,1.77,110.049,110.049,110.0491,825.2,825.2,825.2,866.7,866.7,866.7,5.9,-23.43,3.19,13.23,0.1123,0,0.11,86.8916666667,0,1.08,1.1,5979,1.387361,-0.1280114286,3.47,15.1,-31.9,5.2228,0.873,2.047,-2.3,-0.15,-0.54,0.3,0.28,0
0,2,2,3,2,18.2179136691,5.68,1.71,1.13,1.93,1.82,2.75959,2.75959,2.759591,328.4,328.4,328.4,370.3,370.3,370.3,6.4,-19.46,3.26,54.51,0.2509,0,0.25,86.8916666667,0,0.71,0.68,4524,0.173779,-0.1280114286,4.37,15.5,-27.8,1.4441,0.333,0.822,-1.34,-0.15,0.21,0.42,0.62,0
0,2,2,3,2,18.2179136691,8.1,1.88,1.22,2.29,2.08,9.648586,9.648587,9.648588,449,449,449,492.8,492.8,492.8,9.9,-21.03,3.58,47.03,0.2461,0,0.25,86.8916666667,0,0.9,0.86,5448,0.584568,-0.1280114286,4.57,14.9,-29.2,1.862,0.585,1.392,-1.84,-0.14,0.16,0.35,0.39,0
0,2,2,3,1,18.2179136691,14.15,2.16,1.4,3.03,2.56,1.771059,1.771059,1.771059,293.9,293.9,293.9,340.7,340.7,340.7,19.8,-19.48,4.11,49.28,0.2243,0,0.22,86.8916666667,0,0.62,0.6,4075,0.089064,-0.1280114286,4.17,15.9,-27.4,1.4259,0.242,0.609,-1.09,-0.13,1.16,0.39,0.67,0
0,2,4,3,2,18.2179136691,1.35,1.14,0.91,1.04,1.09,8.157179,8.15718,8.157181,430.6,430.6,430.6,465.4,465.4,465.4,1.2,-19.75,2.17,18.14,0.1164,0,0.12,86.8916666667,0,0.64,0.62,4231,0.110521,-0.1280114286,3.72,15.5,-29,2.8388,0.268,0.671,-1.75,-0.17,-0.71,0.34,0.45,0
0,2,2,3,2,18.2179136691,10.17,1.99,1.28,2.56,2.26,14.82454,14.82454,14.82455,499.9,499.9,499.9,544.9,544.9,544.9,13.1,-21.62,3.79,51.11,0.2704,0,0.27,86.8916666667,0,1.01,1.01,5866,1.083679,-0.1280114286,3.72,14.1,-29.7,1.9909,0.777,1.827,-1.97,-0.13,0.22,0.34,0.34,0
0,2,4,3,2,18.2179136691,2.44,1.36,0.98,1.33,1.34,3.291723,3.291723,3.291723,343.2,343.2,343.2,380.9,380.9,380.9,2.4,-19.14,2.58,62.87,0.2848,0,0.28,86.8916666667,0,0.78,0.74,4828,0.266945,-0.1280114286,3.89,14.6,-28,1.3848,0.408,0.993,-1.42,-0.16,-0.33,0.41,0.61,0
0,2,2,3,2,18.2179136691,9.51,1.96,1.26,2.47,2.2,5.482474,5.482474,5.482475,389.8,389.8,389.8,434.5,434.5,434.5,12,-20.5,3.73,29.96,0.1676,0,0.17,86.8916666667,0,0.7,0.67,4422,0.153998,-0.1280114286,3.98,15.9,-28.6,2.1305,0.315,0.78,-1.63,-0.14,0.43,0.37,0.46,0
